Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -1.000000e+001  1.000000e+000  1.000000e+000
  501    1    1    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
    2 -2.000000e-002  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
    3 -4.000000e-002  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
    4 -6.000000e-002  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
    5 -8.000000e-002  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
    6 -1.000000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
    7 -1.200000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
    8 -1.400000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
    9 -1.600000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   10 -1.800000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   11 -2.000000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   12 -2.200000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   13 -2.400000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   14 -2.600000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   15 -2.800000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   16 -3.000000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   17 -3.200000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   18 -3.400000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   19 -3.600000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   20 -3.800000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
   21 -4.000000e-001  5.300000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  1.830000e+001  3.560000e-003
